trade_date,td_year,td_month,td_day,td_weekday,td_week_number,td_year_week,open,high,low,close,volume,adj_close,return,short_ma,long_ma,label
2014-12-29,2014,12,29,Monday,52,2014-52,316.53,321.61,308.28,314.12,6457547,314.12,-0.0076138122768772964,322.4849999999992,358.02219999999966,
2014-12-30,2014,12,30,Tuesday,52,2014-52,314.12,316.18,309.25,311.27,7163083,311.27,-0.009072965745575035,321.13142857142776,356.9045999999996,
2014-12-31,2014,12,31,Wednesday,52,2014-52,311.27,319.09,308.89,318.24,6472822,318.24,0.022392135445111983,321.0042857142849,355.9609999999997,
2015-01-01,2015,1,1,Thursday,00,2015-00,318.24,321.36,313.54,314.89,4073067,314.89,-0.010526646556058394,321.32928571428494,353.6181999999997,
2015-01-02,2015,1,2,Friday,00,2015-00,314.89,316.4,313.08,315.21,4673971,315.21,0.0010162278891041598,321.1457142857135,351.3479999999997,
2015-01-03,2015,1,3,Saturday,00,2015-00,315.21,315.83,284.89,287.13,14209564,287.13,-0.08908346816408108,318.05857142857064,349.1599999999997,
2015-01-04,2015,1,4,Sunday,01,2015-01,287.13,289.94,255.87,264.72,24255392,264.72,-0.07804827081809618,313.9221428571421,346.9571999999997,
2015-01-05,2015,1,5,Monday,01,2015-01,264.72,278.32,262.89,274.84,14995382,274.84,0.03822907222725869,309.9221428571421,344.7417999999997,
2015-01-06,2015,1,6,Tuesday,01,2015-01,274.84,285.11,271.52,282.27,6097640,282.27,0.027033910638917247,306.1378571428564,342.69339999999977,
2015-01-07,2015,1,7,Wednesday,01,2015-01,282.27,296.06,280.74,291.34,8827164,291.34,0.03213235554610838,303.91928571428497,340.9369999999997,
2015-01-08,2015,1,8,Thursday,01,2015-01,291.34,292.71,278.99,282.69,5796312,282.69,-0.029690396100775618,301.3264285714278,338.9621999999997,
2015-01-09,2015,1,9,Friday,01,2015-01,282.69,290.59,277.28,287.97,5963203,287.97,0.018677703491457143,298.3257142857136,337.5755999999998,
2015-01-10,2015,1,10,Saturday,01,2015-01,287.97,289.25,271.98,273.35,4147357,273.35,-0.050769177344862304,295.3264285714279,336.0071999999997,
2015-01-11,2015,1,11,Sunday,02,2015-02,273.35,278.01,263.76,264.77,4122751,264.77,-0.03138832997987939,291.6292857142851,334.2623999999998,
2015-01-12,2015,1,12,Monday,02,2015-02,264.77,273.08,263.3,269.33,6899315,269.33,0.017222494995656534,288.4299999999994,332.3319999999998,
2015-01-13,2015,1,13,Tuesday,02,2015-02,269.33,269.1,217.1,221.29,22745960,221.29,-0.17836854416515058,282.0028571428565,329.18079999999986,
2015-01-14,2015,1,14,Wednesday,02,2015-02,221.29,230.86,157.29,164.92,32911586,164.92,-0.2547336074833929,271.05142857142795,324.95059999999984,
2015-01-15,2015,1,15,Thursday,02,2015-02,164.92,231.26,164.55,209.78,25672423,209.78,0.27201067184089256,263.54357142857083,321.8391999999998,
2015-01-16,2015,1,16,Friday,02,2015-02,209.78,222.63,198.72,206.92,13208882,206.92,-0.013633330155400913,255.80857142857081,318.60099999999983,
2015-01-17,2015,1,17,Saturday,02,2015-02,206.92,212.59,191.71,199.65,8685194,199.65,-0.035134351440170075,249.5599999999994,315.0421999999998,
2015-01-18,2015,1,18,Sunday,03,2015-03,199.65,220.73,192.51,210.62,8429486,210.62,0.05494615577260209,245.69571428571368,311.7289999999998,
2015-01-19,2015,1,19,Monday,03,2015-03,210.62,219.48,205.47,215.87,6744459,215.87,0.024926407748551815,241.4835714285708,308.5477999999998,
2015-01-20,2015,1,20,Tuesday,03,2015-03,215.87,216.57,203.42,210.55,7926400,210.55,-0.024644461944688945,236.36071428571367,305.18659999999977,
2015-01-21,2015,1,21,Wednesday,03,2015-03,210.55,229.32,207.11,228.17,9390361,228.17,0.08368558537164561,231.8485714285708,302.1371999999998,
2015-01-22,2015,1,22,Thursday,03,2015-03,228.17,238.78,225.57,232.7,12508308,232.7,0.019853617916465893,228.2778571428565,299.25199999999984,
2015-01-23,2015,1,23,Friday,03,2015-03,232.7,236.97,224.84,232.17,8855407,232.17,-0.002277610657498985,224.2921428571422,296.49859999999984,
2015-01-24,2015,1,24,Saturday,03,2015-03,232.17,248.88,229.58,248.16,8011743,248.16,0.06887194728001034,222.4928571428565,293.9091999999998,
2015-01-25,2015,1,25,Sunday,04,2015-04,248.16,256.43,241.36,252.09,12509649,252.09,0.015836557059961454,221.58714285714223,291.4257999999998,
2015-01-26,2015,1,26,Monday,04,2015-04,252.09,310.91,251.5,269.18,29806496,269.18,0.06779324844301637,221.57642857142793,289.27999999999986,
2015-01-27,2015,1,27,Tuesday,04,2015-04,269.18,276.9,247.26,263.27,13130803,263.27,-0.02195556876439564,224.57499999999936,287.2463999999998,
2015-01-28,2015,1,28,Wednesday,04,2015-04,263.27,267.66,228.06,236.17,15880595,236.17,-0.10293614920044059,229.66428571428509,284.9259999999998,
2015-01-29,2015,1,29,Thursday,04,2015-04,236.17,241.51,220.36,233.99,12723448,233.99,-0.00923063894652143,231.39357142857077,282.6469999999998,
2015-01-30,2015,1,30,Friday,04,2015-04,233.99,244.83,227.19,231.84,11316575,231.84,-0.00918842685584853,233.17357142857077,280.3301999999998,
2015-01-31,2015,1,31,Saturday,04,2015-04,231.84,235.36,216.46,218.51,9645307,218.51,-0.057496549344375536,234.5207142857136,277.63239999999985,
2015-02-01,2015,2,1,Sunday,05,2015-05,218.51,231.44,209.71,225.29,9058010,225.29,0.03102832822296464,235.56857142857075,275.17339999999984,
2015-02-02,2015,2,2,Monday,05,2015-05,225.29,242.51,220.53,238.86,8965813,238.86,0.06023347685205738,237.21071428571364,272.9635999999999,
2015-02-03,2015,2,3,Tuesday,05,2015-05,238.86,247.48,223.91,227.41,15000263,227.41,-0.047936029473331754,238.4149999999993,270.6043999999998,
2015-02-04,2015,2,4,Wednesday,05,2015-05,227.41,230.71,220.23,226.58,12495299,226.58,-0.0036497955235037516,238.30142857142786,268.53159999999986,
2015-02-05,2015,2,5,Thursday,05,2015-05,226.58,229.85,214.35,216.52,9055713,216.52,-0.04439932915526523,237.1457142857136,266.46159999999986,
2015-02-06,2015,2,6,Friday,05,2015-05,216.52,226.16,215.65,222.96,11628519,222.96,0.029743210788841568,236.48785714285646,264.7139999999998,
2015-02-07,2015,2,7,Saturday,05,2015-05,222.96,231.0,222.38,227.68,9046632,227.68,0.021169716541083572,235.02499999999932,262.9119999999998,
2015-02-08,2015,2,8,Sunday,06,2015-06,227.68,230.23,219.5,223.67,6564922,223.67,-0.017612438510189787,232.9949999999993,260.7783999999998,
2015-02-09,2015,2,9,Monday,06,2015-06,223.67,225.0,215.66,220.34,20192733,220.34,-0.014888004649707076,229.5064285714279,258.7325999999998,
2015-02-10,2015,2,10,Tuesday,06,2015-06,220.34,222.19,214.44,219.67,18877297,219.67,-0.0030407551965145885,226.3921428571422,256.50919999999985,
2015-02-11,2015,2,11,Wednesday,06,2015-06,219.67,223.53,217.28,218.83,15909377,218.83,-0.0038239176947237885,225.15357142857076,254.18079999999983,
2015-02-12,2015,2,12,Thursday,06,2015-06,218.83,223.0,217.3,221.79,11084499,221.79,0.013526481743819208,224.2821428571422,252.16859999999986,
2015-02-13,2015,2,13,Friday,06,2015-06,221.79,241.58,220.62,236.17,26243104,236.17,0.06483610622661073,224.5914285714279,250.51219999999986,
2015-02-14,2015,2,14,Saturday,06,2015-06,236.17,261.25,235.38,258.64,33313626,258.64,0.09514332895795397,227.45785714285648,249.08539999999985,
2015-02-15,2015,2,15,Sunday,07,2015-07,258.64,264.57,226.56,233.27,43921119,233.27,-0.09809000927930711,228.02785714285648,247.44399999999987,
2015-02-16,2015,2,16,Monday,07,2015-07,233.27,240.03,228.01,235.83,27187677,235.83,0.010974407339134906,227.8114285714279,245.82999999999984,
2015-02-17,2015,2,17,Tuesday,07,2015-07,235.83,247.17,232.03,243.2,27926884,243.2,0.03125132510706852,228.93928571428503,244.41159999999985,
2015-02-18,2015,2,18,Wednesday,07,2015-07,243.2,245.51,231.7,235.2,23813015,235.2,-0.03289473684210531,229.55499999999932,242.89019999999985,
2015-02-19,2015,2,19,Thursday,07,2015-07,235.2,244.11,234.87,241.92,15852470,241.92,0.02857142857142847,231.36928571428504,241.36379999999986,
2015-02-20,2015,2,20,Friday,07,2015-07,241.92,247.76,238.83,244.52,20434846,244.52,0.010747354497354644,232.90928571428503,239.9563999999999,
2015-02-21,2015,2,21,Saturday,07,2015-07,244.52,247.32,242.65,244.41,10570761,244.41,-0.00044986095206944743,234.10428571428503,238.5403999999999,
2015-02-22,2015,2,22,Sunday,08,2015-08,244.41,246.54,232.72,235.73,18107359,235.73,-0.03551409516795556,234.9657142857136,237.5123999999999,
2015-02-23,2015,2,23,Monday,08,2015-08,235.73,240.06,231.33,238.82,14856549,238.82,0.013108217027955726,236.2857142857136,236.99439999999993,
2015-02-24,2015,2,24,Tuesday,08,2015-08,238.82,240.25,235.5,238.89,10787951,238.89,0.0002931077799179782,237.65857142857072,236.2753999999999,
2015-02-25,2015,2,25,Wednesday,08,2015-08,238.89,239.64,234.59,237.33,9092357,237.33,-0.006530202185106027,238.9799999999993,235.37659999999988,
2015-02-26,2015,2,26,Thursday,08,2015-08,237.33,238.17,233.5,236.53,12064967,236.53,-0.0033708338600261234,240.03285714285647,234.2803999999999,
2015-02-27,2015,2,27,Friday,08,2015-08,236.53,258.72,235.7,253.47,42282820,253.47,0.07161882213672688,241.26857142857074,233.69599999999988,
2015-02-28,2015,2,28,Saturday,08,2015-08,253.47,255.4,248.73,254.06,9999594,254.06,0.0023276916400363223,240.94142857142788,233.01779999999988,
2015-03-01,2015,3,1,Sunday,09,2015-09,254.06,260.65,244.77,257.94,12964061,257.94,0.015271982996142519,242.70357142857074,232.70959999999988,
2015-03-02,2015,3,2,Monday,09,2015-09,257.94,274.8,256.15,273.75,21562624,273.75,0.06129332402884402,245.4121428571422,232.88919999999987,
2015-03-03,2015,3,3,Tuesday,09,2015-09,273.75,287.06,266.12,280.65,45650597,280.65,0.025205479452054647,248.0871428571422,233.11559999999986,
2015-03-04,2015,3,4,Wednesday,09,2015-09,280.65,284.47,265.91,271.92,38656923,271.92,-0.031106360235168218,250.70999999999935,234.12819999999985,
2015-03-05,2015,3,5,Thursday,09,2015-09,271.92,280.84,262.81,275.23,33599454,275.23,0.012172697852309566,253.08928571428507,236.33439999999985,
2015-03-06,2015,3,6,Friday,09,2015-09,275.23,277.99,269.02,272.56,27014943,272.56,-0.009700977364386243,255.0921428571422,237.5899999999998,
2015-03-07,2015,3,7,Saturday,09,2015-09,272.56,278.25,269.41,274.91,16708000,274.91,0.008621954798943454,257.2707142857136,238.9497999999998,
2015-03-08,2015,3,8,Sunday,10,2015-10,274.91,278.78,271.31,274.49,13902830,274.49,-0.0015277727256193252,260.03928571428503,240.44659999999982,
2015-03-09,2015,3,9,Monday,10,2015-10,274.49,293.26,273.79,290.02,43259194,290.02,0.05657765310211649,263.6964285714279,242.0345999999998,
2015-03-10,2015,3,10,Tuesday,10,2015-10,290.02,300.96,288.12,291.37,46657647,291.37,0.004654851389559456,267.4449999999993,243.5445999999998,
2015-03-11,2015,3,11,Wednesday,10,2015-10,291.37,297.66,288.88,295.6,23542829,295.6,0.014517623640045274,271.60714285714215,245.24559999999983,
2015-03-12,2015,3,12,Thursday,10,2015-10,295.6,296.98,290.83,293.85,31607747,293.85,-0.005920162381596761,275.70142857142787,246.55919999999983,
2015-03-13,2015,3,13,Friday,10,2015-10,293.85,294.92,286.08,287.21,28288614,287.21,-0.0225965628722139,278.11142857142784,247.64939999999982,
2015-03-14,2015,3,14,Saturday,10,2015-10,287.21,288.4,279.3,281.6,21495879,281.6,-0.01953274607430089,280.0785714285707,248.6379999999998,
2015-03-15,2015,3,15,Sunday,11,2015-11,281.6,286.39,280.37,284.88,11238833,284.88,0.011647727272727115,282.0028571428564,249.3723999999998,
2015-03-16,2015,3,16,Monday,11,2015-11,284.88,294.01,284.77,290.41,19355605,290.41,0.01941168211176647,283.19285714285644,250.1387999999998,
2015-03-17,2015,3,17,Tuesday,11,2015-11,290.41,292.46,283.25,285.38,18775700,285.38,-0.01732034020867057,283.53071428571354,250.46279999999976,
2015-03-18,2015,3,18,Wednesday,11,2015-11,285.38,285.65,248.19,255.92,55391241,255.92,-0.10323078001261476,282.3878571428564,250.31579999999977,
2015-03-19,2015,3,19,Thursday,11,2015-11,255.92,264.8,247.0,260.93,46525086,260.93,0.01957643013441701,281.36642857142783,250.81099999999978,
2015-03-20,2015,3,20,Friday,11,2015-11,260.93,264.71,257.85,261.78,13853175,261.78,0.00325757866094345,280.59642857142785,251.36679999999978,
2015-03-21,2015,3,21,Saturday,11,2015-11,261.78,263.26,254.02,259.71,13413360,259.71,-0.007907403162961235,279.51071428571356,251.92419999999976,
2015-03-22,2015,3,22,Sunday,12,2015-12,259.71,270.42,259.0,268.57,14980752,268.57,0.03411497439451705,279.0878571428564,252.92539999999974,
2015-03-23,2015,3,23,Monday,12,2015-12,268.57,271.01,259.38,265.46,21749937,265.46,-0.011579848828983219,277.3335714285707,253.72879999999972,
2015-03-24,2015,3,24,Tuesday,12,2015-12,265.46,267.02,242.67,246.72,38033136,246.72,-0.07059443984027713,274.144285714285,253.88599999999968,
2015-03-25,2015,3,25,Wednesday,12,2015-12,246.72,249.21,234.84,246.37,32092197,246.37,-0.0014186121919584904,270.6278571428564,254.2651999999997,
2015-03-26,2015,3,26,Thursday,12,2015-12,246.37,254.69,243.52,248.02,22412560,248.02,0.006697243982627832,267.35428571428497,254.69399999999973,
2015-03-27,2015,3,27,Friday,12,2015-12,248.02,250.05,244.47,247.21,15543779,247.21,-0.0032658656559955146,264.49714285714214,255.3077999999997,
2015-03-28,2015,3,28,Saturday,12,2015-12,247.21,254.25,246.28,252.02,13890988,252.02,0.01945714170138757,262.384285714285,255.88899999999973,
2015-03-29,2015,3,29,Sunday,13,2015-13,252.02,252.81,238.93,242.08,18971340,242.08,-0.03944131418141417,259.3271428571421,256.17699999999974,
2015-03-29,2015,3,29,Sunday,13,2015-13,242.08,248.83,236.55,246.79,20963830,246.79,0.01945637805684064,256.2114285714278,256.63939999999974,
2015-03-30,2015,3,30,Monday,13,2015-13,246.79,248.7,241.18,244.15,18515676,244.15,-0.010697354025689831,253.26642857142784,257.11559999999974,
2015-03-31,2015,3,31,Tuesday,13,2015-13,244.15,247.67,239.57,246.24,16412525,246.24,0.008560311284046662,252.57499999999922,257.6469999999997,
2015-04-01,2015,4,1,Wednesday,13,2015-13,246.24,254.85,244.25,252.6,20354036,252.6,0.0258284600389862,251.97999999999925,258.32239999999973,
2015-04-02,2015,4,2,Thursday,13,2015-13,252.6,256.53,251.26,254.48,18264452,254.48,0.007442596991290573,251.45857142857065,258.9761999999997,
2015-04-03,2015,4,3,Friday,13,2015-13,254.48,255.24,250.31,252.89,7805160,252.89,-0.006248035209053815,250.9714285714278,259.3105999999997,
2015-04-04,2015,4,4,Saturday,13,2015-13,252.89,260.26,250.6,259.64,11277271,259.64,0.02669144687413505,250.33357142857062,259.33059999999966,
2015-04-05,2015,4,5,Sunday,14,2015-14,259.64,261.45,252.32,254.97,11857398,254.97,-0.017986442766907973,249.5842857142849,259.7645999999997,
2015-04-06,2015,4,6,Monday,14,2015-14,254.97,255.6,250.15,252.97,11401051,252.97,-0.007844060085500204,250.03071428571346,260.10739999999964,
2015-04-07,2015,4,7,Tuesday,14,2015-14,252.97,254.26,242.57,244.57,25401433,244.57,-0.0332055184409219,249.90214285714205,260.13479999999964,
2015-04-08,2015,4,8,Wednesday,14,2015-14,244.57,246.22,237.62,243.32,16846896,243.32,-0.005111011162448387,249.5664285714278,260.29719999999963,
2015-04-09,2015,4,9,Thursday,14,2015-14,243.32,244.11,231.3,234.73,23728422,234.73,-0.0353033042906461,248.67499999999922,260.1533999999996,
2015-04-10,2015,4,10,Friday,14,2015-14,234.73,240.0,233.12,236.48,12319489,236.48,0.007455374259787817,247.5649999999992,259.9925999999996,
2015-04-11,2015,4,11,Saturday,14,2015-14,236.48,237.52,232.27,235.85,7814533,235.85,-0.0026640730717185646,247.1199999999992,259.8213999999996,
2015-04-12,2015,4,12,Sunday,15,2015-15,235.85,236.75,220.36,223.59,23982950,223.59,-0.05198219207123167,245.46285714285636,259.5785999999996,
2015-04-13,2015,4,13,Monday,15,2015-15,223.59,224.72,214.27,217.99,25315606,217.99,-0.02504584283733613,243.59428571428495,259.1619999999996,
2015-04-14,2015,4,14,Tuesday,15,2015-15,217.99,223.56,217.15,222.97,17099352,222.97,0.02284508463690993,241.93214285714208,258.8435999999996,
2015-04-15,2015,4,15,Wednesday,15,2015-15,222.97,229.53,222.87,227.98,19315044,227.98,0.022469390500964304,240.17357142857068,258.65659999999957,
2015-04-16,2015,4,16,Thursday,15,2015-15,227.98,229.28,220.56,222.59,15015559,222.59,-0.023642424774102944,237.89571428571352,258.3777999999996,
2015-04-17,2015,4,17,Friday,15,2015-15,222.59,224.47,220.57,223.35,8152434,223.35,0.0034143492519880247,235.78571428571354,257.7753999999996,
2015-04-18,2015,4,18,Saturday,15,2015-15,223.35,226.94,221.96,223.02,7984589,223.02,-0.0014775016789790874,233.16999999999925,257.1545999999996,
2015-04-19,2015,4,19,Sunday,16,2015-16,223.02,226.72,221.58,224.24,10082693,224.24,0.0054703614025648495,230.97499999999928,256.48059999999964,
2015-04-20,2015,4,20,Monday,16,2015-16,224.24,235.27,223.29,233.73,15658818,233.73,0.04232072779165175,229.6007142857136,255.68019999999962,
2015-04-21,2015,4,21,Tuesday,16,2015-16,233.73,238.4,231.8,233.78,18280060,233.78,0.0002139220468062586,228.8299999999993,254.74279999999962,
2015-04-22,2015,4,22,Wednesday,16,2015-16,233.78,236.12,232.58,235.4,9982620,235.4,0.006929591924031087,228.26428571428502,254.01239999999962,
2015-04-23,2015,4,23,Thursday,16,2015-16,235.4,236.55,229.06,231.09,16221169,231.09,-0.018309260832625296,228.00428571428503,253.12959999999964,
2015-04-24,2015,4,24,Friday,16,2015-16,231.09,232.29,223.05,226.14,10015666,226.14,-0.02142022588601855,227.26571428571359,252.20119999999963,
2015-04-25,2015,4,25,Saturday,16,2015-16,226.14,226.72,214.14,218.7,22088733,218.7,-0.0328999734677633,226.0407142857136,251.07699999999966,
2015-04-26,2015,4,26,Sunday,17,2015-17,218.7,242.65,216.6,228.96,27696437,228.96,0.04691358024691361,226.424285714285,250.16639999999964,
2015-04-27,2015,4,27,Monday,17,2015-17,228.96,229.87,222.03,225.81,14896418,225.81,-0.013757861635220192,226.98285714285643,248.8821999999996,
2015-04-28,2015,4,28,Tuesday,17,2015-17,225.81,227.24,222.25,225.42,13743340,225.42,-0.0017271157167531026,227.15785714285647,247.5631999999996,
2015-04-29,2015,4,29,Wednesday,17,2015-17,225.42,240.01,224.68,235.77,26242196,235.77,0.045914293319137656,227.71428571428504,246.3665999999996,
2015-04-30,2015,4,30,Thursday,17,2015-17,235.77,239.42,232.38,233.21,14178420,233.21,-0.010858039614878967,228.47285714285644,245.15379999999956,
2015-05-01,2015,5,1,Friday,17,2015-17,233.21,236.38,231.73,235.34,8703582,235.34,0.009133399082372096,229.32928571428505,244.1163999999996,
2015-05-02,2015,5,2,Saturday,17,2015-17,235.34,243.58,233.8,239.99,13389153,239.99,0.019758647063822687,230.54142857142787,243.28419999999957,
2015-05-03,2015,5,3,Sunday,18,2015-18,239.99,243.2,237.45,238.97,16599243,238.97,-0.004250177090712182,231.59357142857075,242.3659999999996,
2015-05-04,2015,5,4,Monday,18,2015-18,238.97,239.61,231.78,235.82,18333196,235.82,-0.013181570908482265,231.74285714285648,241.27419999999958,
2015-05-05,2015,5,5,Tuesday,18,2015-18,235.82,237.15,228.24,230.03,24127653,230.03,-0.02455262488338561,231.4749999999993,240.1671999999996,
2015-05-06,2015,5,6,Wednesday,18,2015-18,230.03,240.25,228.33,237.73,21315971,237.73,0.033473894709385776,231.6414285714279,239.8033999999996,
2015-05-07,2015,5,7,Thursday,18,2015-18,237.73,247.01,235.77,243.74,21226000,243.74,0.025280780717620965,232.5449999999993,239.4595999999996,
2015-05-08,2015,5,8,Friday,18,2015-18,243.74,247.87,238.52,241.4,15281109,241.4,-0.009600393862312262,233.6349999999993,239.05199999999957,
2015-05-09,2015,5,9,Saturday,18,2015-18,241.4,244.82,238.23,239.96,10634289,239.96,-0.005965202982601503,235.15357142857076,238.65699999999958,
2015-05-10,2015,5,10,Sunday,19,2015-19,239.96,243.95,238.86,241.81,13819530,241.81,0.007709618269711616,236.0714285714279,238.12179999999955,
2015-05-11,2015,5,11,Monday,19,2015-19,241.81,243.0,239.18,241.58,9712214,241.58,-0.0009511600016541832,237.19785714285646,237.64419999999959,
2015-05-12,2015,5,12,Tuesday,19,2015-19,241.58,243.91,234.07,236.38,20329395,236.38,-0.02152496067555265,237.98071428571362,237.43739999999957,
2015-05-13,2015,5,13,Wednesday,19,2015-19,236.38,239.17,232.36,236.9,16833656,236.9,0.0021998477028513097,238.0614285714279,237.24799999999956,
2015-05-14,2015,5,14,Thursday,19,2015-19,236.9,238.83,235.53,237.2,10932777,237.2,0.0012663571127056183,238.34642857142788,237.03159999999957,
2015-05-15,2015,5,15,Friday,19,2015-19,237.2,237.78,234.57,236.23,6415070,236.23,-0.004089376053962868,238.40999999999931,236.81199999999956,
2015-05-16,2015,5,16,Saturday,19,2015-19,236.23,237.77,235.35,236.3,6738302,236.3,0.0002963213817044341,238.14642857142786,236.49759999999955,
2015-05-17,2015,5,17,Sunday,20,2015-20,236.3,237.1,231.46,232.64,12516261,232.64,-0.015488785442234532,237.69428571428503,236.30879999999954,
2015-05-18,2015,5,18,Monday,20,2015-20,232.64,234.5,231.27,232.02,9550029,232.02,-0.002665061898211696,237.42285714285643,236.01339999999954,
2015-05-19,2015,5,19,Tuesday,20,2015-20,232.02,235.17,231.47,233.96,11626735,233.96,0.008361348159641402,237.7035714285707,235.8095999999995,
2015-05-20,2015,5,20,Wednesday,20,2015-20,233.96,236.65,233.61,235.38,10114419,235.38,0.0060694135749699285,237.53571428571357,235.59239999999951,
2015-05-21,2015,5,21,Thursday,20,2015-20,235.38,242.0,234.56,240.37,17630641,240.37,0.02119976208683827,237.2949999999993,235.34779999999952,
2015-05-22,2015,5,22,Friday,20,2015-20,240.37,241.73,238.05,238.94,8659651,238.94,-0.005949161709031925,237.119285714285,235.03699999999952,
2015-05-23,2015,5,23,Saturday,20,2015-20,238.94,242.39,237.48,240.98,7278251,240.98,0.008537708211266315,237.19214285714216,234.79879999999955,
2015-05-24,2015,5,24,Sunday,21,2015-21,240.98,241.79,235.81,237.41,6301300,237.41,-0.014814507428002277,236.8778571428564,234.35419999999954,
2015-05-25,2015,5,25,Monday,21,2015-21,237.41,238.99,235.58,237.84,8842430,237.84,0.0018112126700644549,236.61071428571358,234.01159999999956,
2015-05-26,2015,5,26,Tuesday,21,2015-21,237.84,238.95,235.89,237.29,11445501,237.29,-0.0023124789774638943,236.67571428571358,233.69799999999958,
2015-05-27,2015,5,27,Wednesday,21,2015-21,237.29,238.41,236.23,237.32,8508673,237.32,0.0001264275780690216,236.70571428571358,233.5529999999996,
2015-05-28,2015,5,28,Thursday,21,2015-21,237.32,237.89,235.13,237.03,9241377,237.03,-0.0012219787628517942,236.69357142857075,233.4271999999996,
2015-05-29,2015,5,29,Friday,21,2015-21,237.03,237.06,231.59,233.22,9738568,233.22,-0.016073914694342495,236.47857142857075,233.3969999999996,
2015-05-30,2015,5,30,Saturday,21,2015-21,233.22,233.99,229.13,229.84,9036624,229.84,-0.01449275362318836,236.01714285714215,233.26419999999962,
2015-05-31,2015,5,31,Sunday,22,2015-22,229.84,231.76,220.97,223.14,19658919,223.14,-0.02915071353985388,235.33857142857073,233.0099999999996,
2015-06-01,2015,6,1,Monday,22,2015-22,223.14,227.44,222.25,225.74,13666049,225.74,0.011651877744913719,234.88999999999933,233.0529999999996,
2015-06-02,2015,6,2,Tuesday,22,2015-22,225.74,227.86,223.69,225.59,12279838,225.59,-0.0006644812616284357,234.29214285714218,233.2049999999996,
2015-06-03,2015,6,3,Wednesday,22,2015-22,225.59,226.71,223.49,224.22,9934190,224.22,-0.006072964227137767,233.4949999999993,233.2299999999996,
2015-06-04,2015,6,4,Thursday,22,2015-22,224.22,226.36,222.15,225.29,12703848,225.29,0.004772098831504756,232.41785714285646,233.17619999999962,
2015-06-05,2015,6,5,Friday,22,2015-22,225.29,225.76,223.53,224.74,5074897,224.74,-0.0024412978827288434,231.40357142857073,233.21919999999963,
2015-06-06,2015,6,6,Saturday,22,2015-22,224.74,226.36,222.21,223.47,9097310,223.47,-0.005650974459375346,230.15285714285642,233.2215999999996,
2015-06-07,2015,6,7,Sunday,23,2015-23,223.47,229.91,222.99,228.57,16824026,228.57,0.022821855282588288,229.52142857142786,233.3325999999996,
2015-06-08,2015,6,8,Monday,23,2015-23,228.57,231.36,227.51,229.56,12617632,229.56,0.004331277070481754,228.9299999999993,233.43899999999957,
2015-06-09,2015,6,9,Tuesday,23,2015-23,229.56,230.44,227.84,228.79,9556657,228.79,-0.003354242899459847,228.32285714285644,233.3401999999996,
2015-06-10,2015,6,10,Wednesday,23,2015-23,228.79,230.64,228.54,229.88,8745318,229.88,0.004764194239258668,227.79142857142784,233.26219999999958,
2015-06-11,2015,6,11,Thursday,23,2015-23,229.88,231.58,229.29,230.46,9406856,230.46,0.0025230555072213168,227.32214285714213,233.16339999999957,
2015-06-12,2015,6,12,Friday,23,2015-23,230.46,233.14,229.01,232.48,8803491,232.48,0.008765078538574889,227.269285714285,233.19119999999955,
2015-06-13,2015,6,13,Saturday,23,2015-23,232.48,235.51,232.09,233.75,7700053,233.75,0.005462835512732411,227.5485714285707,233.34339999999958,
2015-06-14,2015,6,14,Sunday,24,2015-24,233.75,238.55,233.29,237.0,15006949,237.0,0.013903743315508033,228.53857142857072,233.70939999999956,
2015-06-15,2015,6,15,Monday,24,2015-24,237.0,254.15,235.7,249.82,29956654,249.82,0.05409282700421936,230.25857142857072,234.12659999999957,
2015-06-16,2015,6,16,Tuesday,24,2015-24,249.82,258.48,245.09,247.38,30652977,247.38,-0.009767032263229503,231.8149999999993,234.55799999999957,
2015-06-17,2015,6,17,Wednesday,24,2015-24,247.38,251.95,242.46,248.44,19421567,248.44,0.004284905812919515,233.5449999999993,235.01839999999956,
2015-06-18,2015,6,18,Thursday,24,2015-24,248.44,250.81,243.65,244.13,20914718,244.13,-0.01734825309933985,234.89071428571359,235.18559999999954,
2015-06-19,2015,6,19,Friday,24,2015-24,244.13,246.63,238.7,244.98,12470598,244.98,0.0034817515258263043,236.33642857142786,235.42099999999954,
2015-06-20,2015,6,20,Saturday,24,2015-24,244.98,246.03,240.94,244.1,6140997,244.1,-0.0035921299697934117,237.8099999999993,235.59619999999956,
2015-06-21,2015,6,21,Sunday,25,2015-25,244.1,248.6,243.16,247.46,11713076,247.46,0.013764850471118528,239.159285714285,235.74559999999954,
2015-06-22,2015,6,22,Monday,25,2015-25,247.46,247.67,242.32,243.76,9432470,243.76,-0.014951911420027497,240.1735714285707,235.84139999999957,
2015-06-23,2015,6,23,Tuesday,25,2015-25,243.76,244.51,239.05,240.56,11415709,240.56,-0.01312766655726938,241.014285714285,235.93619999999956,
2015-06-24,2015,6,24,Wednesday,25,2015-25,240.56,243.65,239.32,242.56,9791297,242.56,0.008313934153641567,241.91999999999925,236.18679999999952,
2015-06-25,2015,6,25,Thursday,25,2015-25,242.56,243.49,240.14,242.95,9112156,242.95,0.0016078496042215562,242.8121428571421,236.29119999999955,
2015-06-26,2015,6,26,Friday,25,2015-25,242.95,251.57,241.83,250.73,13525813,250.73,0.032023050010290266,244.11571428571352,236.43099999999956,
